Artigo,Data,Kg
ELASTANO 20DEN(2.2TEX) 100%PUE SO,26/04/2015,1066
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6) SO,27/04/2015,574
DTY 300/96DEN(33.3TEX) 2H 0T 100%PES SO,27/04/2015,3259
DTY 75/34DEN(8.3TEX) 2H 0T 100%PES SO,28/04/2015,2009
LINACEO 150/96DEN(16.7TEX) 0T 100%PES SO,28/04/2015,266
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,29/04/2015,1996
TREND-R 207/51DEN(23TEX) 93%PES 7%PUE SO,29/04/2015,3798
CHUVISCO 150/48DEN(16.7TEX) 100%PES SO,29/04/2015,2065
FIO MX-1/100 87DEN(9.7TEX) 52%FIBRA METALIZADA 48%PA BR,29/04/2015,4191
PES FIADO 120 - 5.000mt 100%PES  - CREME,30/04/2015,775
SALDO DE POY PES100%,01/05/2015,2302
CO/CV CONV. 30/1NE(19.8TEX) 50%CO 50%CV,02/05/2015,2119
CV/PES OE 30/1NE(19.8TEX) 75%CV 25%PES,02/05/2015,4737
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,03/05/2015,2375
DTY 2X70/24DEN(15.6TEX) 100%PA(PA 6) SO,04/05/2015,869
DTY 75/72DEN(8.3TEX) 1H HI 100%PES SO,04/05/2015,2898
POY 270/48DEN(30TEX) 100%PES SO,05/05/2015,3222
DTY TP 150/108DEN(16.7TEX) 2H MI 100%PES SO,06/05/2015,1056
CONECTE 150/36DEN(16.7TEX) 800T 53%PES 47%PA SO,07/05/2015,4273
ELASTANO 40/3DEN(4.4TEX) 100%PUE SO,07/05/2015,1473
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV CONE MESCLA MEDIO,07/05/2015,563
ELASTANO 30/2DEN(3.3TEX) 100%PUE SO,08/05/2015,1286
DTY 75/72DEN(8.3TEX) 2H MI 100%PES SO,08/05/2015,2067
FIBRA HCS 7DX32MM 7DEN(0.8TEX) 100%PES SO,09/05/2015,73
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,09/05/2015,2967
ELASTANO 19/1DEN(2.1TEX) 100%PUE SO,09/05/2015,3963
PES FIADO OE 40/1NE(14.9TEX) 100%PES,09/05/2015,462
ESPOL-S 150/72DEN(16.7TEX) 100%PES SO,09/05/2015,1627
SSY 100/24DEN(11.1TEX) 100%PES SO,10/05/2015,3017
DTY 325/96DEN(36.1TEX) LI 100%PES SO,11/05/2015,312
CV/CL CONV. 30/1NE(19.8TEX) 80%CV 20%CL,11/05/2015,4411
PES/CV MVS 30/1NE(19.8TEX) 65%PES 35%CV,12/05/2015,4658
CV/PES OE 30/1NE(19.8TEX) 75%CV 25%PES,13/05/2015,4010
DTY 70/36DEN(7.8TEX) 0T 100%PES SO,13/05/2015,1052
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,14/05/2015,1744
ELASTANO 15DEN(1.7TEX) 100%PUE SO,14/05/2015,1755
POY 275/48DEN(30.6TEX) 100%PES SO,15/05/2015,4890
PES FIADO 120 - 5.000mt 100%PES  - BRANCO,16/05/2015,4370
DELL 4 90/37DEN(10TEX) 92%PA 8%PUE SO,16/05/2015,507
RED SPIN 90/21DEN(10TEX) 300T 93%PA 7%PUE SO,17/05/2015,4853
DTY 150/108DEN(16.7TEX) 2H MI 100%PES SO,17/05/2015,3599
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,17/05/2015,4192
PES/CV MVS 40/1NE(14.9TEX) 67%PES 33%CV,18/05/2015,3003
DTY 70/48DEN(7.8TEX) 100%PA FD,19/05/2015,3544
FIO MX-1/100 87DEN(9.7TEX) 65%PES 35%PA BR,20/05/2015,3170
PES FIADO 120 - 5.000mt 100%PES  - BRANCO,20/05/2015,1647
PES/CV CONV. 28/1NE(21.2TEX) 65%PES 35%CV,20/05/2015,211
ELASTANO 30DEN(3.3TEX) 100%PUE BR,21/05/2015,4756
PES FIADO 120 - 5.000mt 100%PES  - VERDE ESCURO,21/05/2015,4612
ALGODAO PENTEADO 36/1NE(16.5TEX) 100%CO,22/05/2015,2609
CANCELADO-RESIDUO DE FIO-MX  PES52% PA48% SACOS,22/05/2015,4373
ATY 200/96DEN(22.2TEX) 100%PA(PA 6) FD,23/05/2015,2227
CRISPY 20DEN(2.2TEX) 100%PES SO,23/05/2015,3874
SDY 100/34DEN(11.1TEX) 100%PES SO,23/05/2015,4382
KITE 115/39DEN(12.8TEX) 84%PES 16%PUE SO,24/05/2015,3846
ELASTANO 40DEN(4.4TEX) 100%PUE BR,25/05/2015,1323
PEACH SKIN 135/108DEN(15.0TEX) MI 100%PES SO,25/05/2015,2767
VISCOSE OE 40/1NE(14.9TEX) 100%CV,26/05/2015,4785
BAMBOO CONV. 32/1NE(18.6TEX) 100%CV,27/05/2015,2845
PES/CV CONV. 40/1NE(14.9TEX) 52%PES 48%CV,27/05/2015,4322
MIXSPIN 150/96DEN(16.7TEX) 1000T 100%PES SO,27/05/2015,573
SDY 75/36DEN(8.3TEX) 100%PES BR,28/05/2015,3214
ATY 180/96DEN(20.TEX) 100%PA(PA 6) FD,28/05/2015,4492
ELASTANO 36DEN(4TEX) 100%PUE SO,29/05/2015,111
PP 360/64DEN(40TEX) 100%PP SO,30/05/2015,2675
GRACIA 75/36DEN(8.3TEX) 2000T 100%PES SO,31/05/2015,3664
DTY 150/48DEN(16.7TEX) 100%PES  - BRANCO,01/06/2015,2655
CHUVISCO 165/48DEN(18.3TEX) 100%PES SO,01/06/2015,4939
FITA MX-1/69 64DEN(7.1TEX) 100%PES BR,02/06/2015,2575
PES FIADO CONV. 60/1NE(9.9TEX) 100%PES,02/06/2015,974
GENTOS 65/192DEN(7.2TEX) 100%PES SO,03/06/2015,4056
DTY 300/72DEN(33.3TEX) 100%PES SO,03/06/2015,3282
ALGODAO FLAME CONV. 30/1NE(19.8TEX) 100%CO,04/06/2015,727
POY 500/96DEN(55.6TEX) 100%PES SO,04/06/2015,1985
CO/CV PENT. 36/1NE(16.5TEX) 98%CO 2%CV,05/06/2015,103
ELASTANO 20/1DEN(2.2TEX) 100%PUE SO,05/06/2015,2358
DTY TP 150/108DEN(16.7TEX) 2H MI 100%PES SO,05/06/2015,1867
POY 250/48DEN(27.8TEX) 100%PES SO,05/06/2015,930
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%FIBRA METALIZADA BR,05/06/2015,4309
SDY 240/12DEN(26.7TEX) 100%PA SO,05/06/2015,3635
FIO MX-1/100 140DEN(15.6TEX) 70%PES 30%PA BR,05/06/2015,2745
PES/CV MVS 40/1NE(14.9TEX) 67%PES 33%CV,06/06/2015,3055
PES FIADO 120 - 5.000mt 100%PES  - VERDE ESCURO,07/06/2015,3593
ELASTANO 30DEN(3.3TEX) 100%PUE SO,08/06/2015,54
DTY 150/108DEN(16.7TEX) LI 100%PES SO,09/06/2015,1843
ELASTANO 36DEN(4TEX) 100%PUE SO,10/06/2015,3971
PES FIADO CONV. 30/1NE(19.8TEX) 100%PES,10/06/2015,4622
SDY 50/24DEN(5.6TEX) 100%PES SO,11/06/2015,4776
CO/PES BLEND 30/1NE(19.8TEX) 60%CO 40%PES,12/06/2015,2005
SSY 100/24DEN(11.1TEX) 100%PES SO,13/06/2015,2271
VISCOSE OE 30/1NE(19.8TEX) 100%CV,13/06/2015,2458
PP 360/64DEN(40TEX) 100%PP SO,14/06/2015,2094
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,14/06/2015,4303
GENTOS 65/204DEN(7.2TEX) 100%PES SO,14/06/2015,1116
ICESPIN-12 100/24DEN(11.1TEX) 1200T 100%PA SO,15/06/2015,4724
DTY 2X70/24DEN(15.6TEX) 100%PA(PA 6) SO,16/06/2015,4656
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6.6) SO,16/06/2015,2895
DTY 70/72DEN(7.8TEX) 100%PA FD,17/06/2015,1058
GENTOS 130/384DEN(14.4TEX) 100%PES SO,18/06/2015,2300
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%FIBRA METALIZADA BR,19/06/2015,4068
DTY 190/51DEN(21.1TEX) 1H LI 100%PES SO,19/06/2015,1041
HMY 150/288DEN(16.7TEX) 100%PES SO,19/06/2015,3477
DTY 75/72DEN(8.3TEX) MI 100%PES SO,20/06/2015,2130
CHUVISCO 100/48DEN(11.1TEX) 100%PES SO,21/06/2015,4665
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%PES BR,22/06/2015,3431
FIO MX-1/100 DYEING 110DEN(12.2TEX) 55%PES 45%FIBRA METALIZADA BR,22/06/2015,1789
FINE 80/48DEN(8.9TEX) 100%PES SO,22/06/2015,3270
VISCOSE OE 40/1NE(14.9TEX) 100%CV,23/06/2015,2804
ELASTANO 140DEN(15.6TEX) 100%PUE SO,23/06/2015,2654
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV CONE MESCLA MEDIO,23/06/2015,4460
DTY 150/144DEN(16.7TEX) 2H MI 100%PES SO,24/06/2015,4838
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,24/06/2015,3787
CV/CO OPEN END 30/1NE(19.8TEX) 80%CV 20%CO,24/06/2015,4580
DTY 75/72DEN(8.3TEX) 2H MI 100%PES SO,24/06/2015,2884
VISCOSE OE 36/1NE(16.5TEX) 100%CV,24/06/2015,1894
SDY 75/24DEN(8.3TEX) 100%PES SO,24/06/2015,4747
SALDO DE PUE,25/06/2015,4813
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,25/06/2015,2968
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,26/06/2015,1913
SDY 30DEN(3.3TEX) 100%PES SO,27/06/2015,2892
ELASTANO 40DEN(4.4TEX) 100%PUE BR,28/06/2015,1680
LINACEO TP 167/48DEN(18.6TEX) 2H 0T 100%PES SO,28/06/2015,4633
ALGODAO PENTEADO 26/1NE(22.7TEX) 100%CO,28/06/2015,4263
TREND-R 207/51DEN(23TEX) 93%PES 7%PUE SO,29/06/2015,4271
DTY 75/34DEN(8.3TEX) MI 100%PES SO,30/06/2015,1406
PES FIADO OE 40/1NE(14.9TEX) 100%PES,01/07/2015,4692
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%PES BR,02/07/2015,4155
ALGODAO PENTEADO 30/1NE(19.8TEX) 100%CO,02/07/2015,926
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV CONE MESCLA MEDIO,02/07/2015,3635
DTY 150/48DEN(16.7TEX) 100%PES,03/07/2015,2859
GRACIA 75/36DEN(8.3TEX) 2000T 100%PES SO,03/07/2015,4942
BAMBOO/CO CONV. 40/1NE(14.9TEX) 70%CV 30%CO,03/07/2015,3403
DTY 300/96DEN(33.3TEX) 2H 0T 100%PES SO,04/07/2015,1703
PES/CV CONV. 30/1NE(19.8TEX) 67%PES 33%CV,04/07/2015,3975
BAMBOO/CO CONV. 40/1NE(14.9TEX) 70%CV 30%CO,04/07/2015,911
DTY 2X70/68DEN(15.6TEX) HI 100%PA SO,04/07/2015,651
FDY 150/96DEN(16.7TEX) 100%PES SO,05/07/2015,3001
DTY TP 75/34DEN(8.3TEX) 2H MI 100%PES SO,05/07/2015,3245
ALGODAO PENT. COMPAC 30/1NE(19.8TEX) 100%CO,05/07/2015,1106
SDY 100/34DEN(11.1TEX) 100%PES SO,06/07/2015,2120
POY 130/72DEN(14.4TEX) 100%PES FD,06/07/2015,4998
ELASTANO 20DEN(2.2TEX) 100%PUE BR,07/07/2015,4457
DTY 150/96DEN(16.7TEX) LI 100%PES SO,07/07/2015,2174
LINACEO 150/96DEN(16.7TEX) 0T 100%PES SO,07/07/2015,3242
PES/CO CONV. 30/1NE(19.8TEX) 52%PES 48%CO,08/07/2015,4505
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,08/07/2015,1265
DTY 75/144DEN(8.3TEX) 2H 100%PES SO,08/07/2015,3691
FIO MX-1/69 108DEN(12TEX) 62%PES 38%PA BR,08/07/2015,3505
DTY 150/48DEN(16.7TEX) 100%PES  - CREME,08/07/2015,1291
FIO MX-1/100 140DEN(15.6TEX) 70%PES 30%PA BR,09/07/2015,4249
POY 275/48DEN(30.6TEX) 100%PES SO,10/07/2015,4599
DTY 75/72DEN(8.3TEX) 2H MI 100%PES SO,10/07/2015,1947
GENTOS 130/408DEN(14.4TEX) 100%PES SO,11/07/2015,2955
CV/CL CONV. 30/1NE(19.8TEX) 90%CV 10%CL,12/07/2015,2616
DTY 150/48DEN(16.7TEX) 100%PES SO,13/07/2015,3663
ELASTANO 840DEN(93.3TEX) 100%PUE SO,13/07/2015,4977
CV/PES CONV. 30/1NE(19.8TEX) 90%CV 10%PES,14/07/2015,3438
ELASTANO 19/1DEN(2.1TEX) 100%PUE SO,15/07/2015,1346
DIAMANTE 80/12DEN(8.9TEX) 100%PES BR,15/07/2015,3554
ELASTANO 30DEN(3.3TEX) 100%PUE BR,15/07/2015,1149
ESPOL-S 150/72DEN(16.7TEX) 100%PES SO,16/07/2015,753
DTY FT 70/34DEN(7.8TEX) 100%PA SO,16/07/2015,1866
GENTOS 130/384DEN(14.4TEX) 100%PES SO,16/07/2015,1254
CHUVISCO 165/48DEN(18.3TEX) 100%PES SO,17/07/2015,2558
DTY 100/144DEN(11.1TEX) 2H 100%PES SO,18/07/2015,3572
DIAMANTE 80/12DEN(8.9TEX) 100%PES BR,19/07/2015,1986
BAMBOO CONV. 40/1NE(14.9TEX) 100%CV,19/07/2015,1218
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,20/07/2015,4212
ICESPIN-12 100/24DEN(11.1TEX) 1200T 100%PA SO,21/07/2015,2983
PES FIADO CONV. 30/1NE(19.8TEX) 100%PES,21/07/2015,1647
DTY 150/108DEN(16.7TEX) 2H MI 100%PES SO,21/07/2015,4279
PES FIADO 120 - 5.000mt 100%PES  - BRANCO,21/07/2015,1683
ALGODAO PENTEADO 50/1NE(11.9TEX) 100%CO,21/07/2015,333
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV,21/07/2015,1017
CO/CV CONV. 30/1NE(19.8TEX) 50%CO 50%CV,21/07/2015,1650
FINE 80/48DEN(8.9TEX) 100%PES SO,21/07/2015,3867
ELASTANO 90/6DEN(10TEX) 100%PUE SO,21/07/2015,3567
DTY 70/36DEN(7.8TEX) 100%PA SO,22/07/2015,2479
BAMBOO CONV. 30/1NE(19.8TEX) 67%CV 33%PA,23/07/2015,1883
DTY 150/48DEN(16.7TEX) 0T 100%PES SO,24/07/2015,4571
SDY 100/34DEN(11.1TEX) 100%PES SO,25/07/2015,2084
DTY 2X160/48DEN(35.6TEX) MI 100%PES SO,26/07/2015,3615
PES/CV CONV. 28/1NE(21.2TEX) 65%PES 35%CV,26/07/2015,4733
ALGODAO CONV. 24/1NE(24.TEX) 100%CO,26/07/2015,218
DTY 70/24DEN(7.8TEX) 100%PA SO,26/07/2015,1944
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6) SO,26/07/2015,3468
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA BR,27/07/2015,550
CV/PES CONV. 30/1NE(19.8TEX) 90%CV 10%PES,28/07/2015,4796
CV/WO CONV. 30/1NE(19.8TEX) 80%CV 20%WO,29/07/2015,1641
POY 250/108DEN(27.8TEX) 100%PES SO,30/07/2015,480
BAMBOO/CO CONV. 40/1NE(14.9TEX) 70%CV 30%CO,31/07/2015,2287
POY 270/48DEN(30TEX) 100%PES SO,01/08/2015,3371
ATY 160/144DEN(17.7TEX) 100%PA(PA 6) FD,02/08/2015,1888
FIBRA HCS 15DX32MM 15DEN(1.7TEX) 100%PES SO,02/08/2015,901
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,03/08/2015,2483
PES/CV CONV. 40/1NE(14.9TEX) 52%PES 48%CV,03/08/2015,1152
BAMBOO CONV. 32/1NE(18.6TEX) 100%CV,03/08/2015,3460
DTY 150/48DEN(16.7TEX) 100%PES  - BRANCO,03/08/2015,2995
ELASTANO 30/2DEN(3.3TEX) 100%PUE SO,03/08/2015,639
FIO MX-1/100 140DEN(15.6TEX) 65%PES 35%PA BR,04/08/2015,3693
BAMBOO/CO CONV. 40/1NE(14.9TEX) 70%CV 30%CO,05/08/2015,4679
ALGODAO CONV. 24/1NE(24.TEX) 100%CO,06/08/2015,2717
PN 160/72DEN(17.8TEX) 100%PES SO,06/08/2015,777
ELASTANO 30DEN(3.3TEX) 100%PUE BR,07/08/2015,4535
DTY 190/54DEN(21.1TEX) 100%PA SO,08/08/2015,2270
SDY 100/34DEN(11.1TEX) 100%PES SO,08/08/2015,3427
DTY 150/144DEN(16.7TEX) 2H MI 100%PES SO,09/08/2015,1143
ELASTANO 30DEN(3.3TEX) 100%PUE BR,09/08/2015,2866
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,09/08/2015,232
ELASTANO 50/5DEN(5.6TEX) 100%PUE SO,10/08/2015,3773
ALGODAO PENT. COMPAC 30/1NE(19.8TEX) 100%CO,11/08/2015,2729
LINACEO TP 75/72DEN(8.3TEX) 2H 0T 100%PES SO,11/08/2015,2887
CO/PES PENTEADO 30/1NE(19.8TEX) 50%CO 50%PES,12/08/2015,1507
ALGODAO CONV. 30/1NE(19.8TEX) 100%CO,12/08/2015,3796
SDY 300/10DEN(33.3TEX) 100%PES SO,13/08/2015,93
DTY 2X70/24DEN(15.6TEX) 100%PA(PA 6) SO,14/08/2015,2074
DTY 190/51DEN(21.1TEX) 1H LI 100%PES SO,14/08/2015,585
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,15/08/2015,1776
OWSPIN 100/34DEN(11.1TEX) 600T 100%PES SO,16/08/2015,4689
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,17/08/2015,3970
CV/CL CONV. 30/1NE(19.8TEX) 90%CV 10%CL,17/08/2015,2725
DTY TP 75/34DEN(8.3TEX) 2H MI 100%PES SO,17/08/2015,769
POY 125/72DEN(13.9TEX) 100%PES SO,18/08/2015,1377
DTY 200/96DEN(22.2TEX) 100%PES SO,19/08/2015,3372
FIO MX-1/100 140DEN(15.6TEX) 65%PES 35%PA BR,19/08/2015,2995
FIO MX-1/100 87DEN(9.7TEX) 52%PES 48%PA BR,19/08/2015,1288
POY 245/48DEN(27.2TEX) 100%PES SO,20/08/2015,1575
LINACEO TP 75/72DEN(8.3TEX) 2H 0T 100%PES SO,20/08/2015,4691
CANCELADO,21/08/2015,2364
CV/CLY OPEN END 30/1NE(19.8TEX) 78%CV 22%CLY,21/08/2015,3366
CV/PA CONV. 30/1NE(19.8TEX) 70%CV 30%PA,22/08/2015,1852
ELASTANO 19/1DEN(2.1TEX) 100%PUE SO,22/08/2015,2273
CV/CL/CO CONV. 30/1NE(19.8TEX) 80%CV 10%CL 10%CO,23/08/2015,3786
DTY 150/48DEN(16.7TEX) 100%PES  - VERDE ESCURO,23/08/2015,3969
DTY 75/72DEN(8.3TEX) HI 100%PES SO,23/08/2015,1514
TREND-R 207/51DEN(23TEX) 93%PES 7%PUE SO,24/08/2015,4254
LINACEO 150/96DEN(16.7TEX) 0T 100%PES SO,25/08/2015,3785
DTY TP 75/34DEN(8.3TEX) 2H LI 100%PES SO,26/08/2015,3021
PES FIADO CONV. 60/1NE(9.9TEX) 100%PES,27/08/2015,4659
ATY 200/96DEN(22.2TEX) 100%PA(PA 6) FD,28/08/2015,361
CV/PES OE 30/1NE(19.8TEX) 70%CV 30%PES,29/08/2015,2186
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,30/08/2015,4262
ALGODAO CONV. 30/1NE(19.8TEX) 100%CO,30/08/2015,2452
DTY 150/48DEN(16.7TEX) 100%PES  - VERDE ESCURO,30/08/2015,1450
POY CATIONICO 130/72DEN(14.4TEX) 100%PES SO,30/08/2015,4194
POY 250/108DEN(27.8TEX) 100%PES SO,30/08/2015,4945
ALGODAO PENTEADO 40/1NE(14.9TEX) 100%CO,31/08/2015,3122
ELASTANO 20/2DEN(2.2TEX) 100%PUE SO,01/09/2015,3586
POY 250/108DEN(27.8TEX) 100%PES SO,01/09/2015,3895
SDY 20DEN(2.2TEX) 100%PES BR,01/09/2015,1058
DTY 2X70/72DEN(15.6TEX) 100%PA(PA 6) FD,02/09/2015,2723
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,03/09/2015,1788
RESIDUO DE SDY PES100% SACOS,03/09/2015,1529
POY 126/34DEN(14TEX) 100%PES SO,03/09/2015,3242
CO/CV CONV. 30/1NE(19.8TEX) 50%CO 50%CV,03/09/2015,2849
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,03/09/2015,2872
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,03/09/2015,760
FIBRA HCS 15DX32MM 15DEN(1.7TEX) 100%PES SO,03/09/2015,2471
MESCLA 150/72DEN(16.7TEX) 800T 100%PES SO,04/09/2015,4867
PES/CO/CV FUSION 30/1NE(19.8TEX) 50%PES 37%CO 13%CV,05/09/2015,1984
PES/CV CONV. 40/1NE(14.9TEX) 52%PES 48%CV,05/09/2015,3191
CV/CLY OPEN END 30/1NE(19.8TEX) 78%CV 22%CLY,06/09/2015,1260
PEACH SKIN 135/108DEN(15.0TEX) MI 100%PES SO,06/09/2015,2381
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,06/09/2015,4196
FDY 150/96DEN(16.7TEX) 100%PES SO,07/09/2015,3129
PES/CV CONV. 40/1NE(14.9TEX) 65%PES 35%CV,07/09/2015,2064
FIO MX-1/100 DYEING 110DEN(12.2TEX) 55%PES 45%FIBRA METALIZADA BR,08/09/2015,3009
ALGODAO PENTEADO 26/1NE(22.7TEX) 100%CO,09/09/2015,4754
FDY 70/24DEN(7.8TEX) 100%PA SO,09/09/2015,4955
ELASTANO 840DEN(93.3TEX) 100%PUE SO,10/09/2015,1726
SALDO DE POY PES100%,10/09/2015,2488
DTY 2X70/36DEN(15.6TEX) 100%PA SO,10/09/2015,3267
CV/CL/CO CONV. 30/1NE(19.8TEX) 80%CV 10%CL 10%CO,10/09/2015,4720
SALDO DE POY PES100%,10/09/2015,217
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,10/09/2015,4688
SDY 360/12DEN(40TEX) 100%PA SO,11/09/2015,4200
SDY 30DEN(3.3TEX) 100%PES SO,11/09/2015,3638
FIO MX-1/69 108DEN(12TEX) 100%PA BR,11/09/2015,1317
CO/CV CONV. 30/1NE(19.8TEX) 50%CO 50%CV,11/09/2015,1599
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%FIBRA METALIZADA BR,11/09/2015,4138
SDY 33/10DEN(3.7TEX) 100%PA SO,12/09/2015,3619
PES FIADO CONV. 30/1NE(19.8TEX) 100%PES,13/09/2015,1929
ELASTANO 40DEN(4.4TEX) 100%PUE BR,14/09/2015,692
PES/CV CONV. 30/1NE(19.8TEX) 67%PES 33%CV,15/09/2015,2155
ALGODAO PENTEADO 26/1NE(22.7TEX) 100%CO,15/09/2015,4426
FIBRA HCS 7DX32MM 7DEN(0.8TEX) 100%PES SO,16/09/2015,845
ELASTANO 50/5DEN(5.6TEX) 100%PUE SO,17/09/2015,417
CO/PES PENTEADO 30/1NE(19.8TEX) 50%CO 50%PES,18/09/2015,4120
VISCOSE MVS 30/1NE(19.8TEX) 100%CV,19/09/2015,1311
LINACEO 150/96DEN(16.7TEX) 0T 100%PES SO,19/09/2015,2866
ICESPIN-12 100/24DEN(11.1TEX) 1200T 100%PA SO,19/09/2015,638
ELASTANO 50/5DEN(5.6TEX) 100%PUE SO,19/09/2015,3209
RED SPIN 90/21DEN(10TEX) 300T 93%PA 7%PUE SO,19/09/2015,4765
ELASTANO 40DEN(4.4TEX) 100%PUE BR,19/09/2015,3830
VISCOSE MVS 40/1NE(14.9TEX) 100%CV,19/09/2015,439
DTY 70/36DEN(7.8TEX) 0T 100%PES SO,20/09/2015,2248
PES FIADO 120 - 5.000mt 100%PES  - PRETO,21/09/2015,1870
GENTOS 65/204DEN(7.2TEX) 100%PES SO,22/09/2015,1400
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,22/09/2015,816
DTY 190/51DEN(21.1TEX) 1H LI 100%PES SO,22/09/2015,1734
CV/CL CONV. 30/1NE(19.8TEX) 85%CV 15%CL,22/09/2015,2329
POY 125/72DEN(13.9TEX) 100%PES SO,23/09/2015,2246
DTY 70/72DEN(7.8TEX) 100%PA FD,24/09/2015,2121
ELASTANO 840DEN(93.3TEX) 100%PUE SO,25/09/2015,698
CRISPY 20DEN(2.2TEX) 100%PES SO,26/09/2015,54
CV/CL CONV. 30/1NE(19.8TEX) 90%CV 10%CL,27/09/2015,1392
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,27/09/2015,4515
DTY 190/51DEN(21.1TEX) 1H LI 100%PES SO,27/09/2015,245
POY 250/108DEN(27.8TEX) 100%PES SO,28/09/2015,1568
FIBRA HCS 15DX32MM 15DEN(1.7TEX) 100%PES SO,28/09/2015,3934
ALGODAO CONV. 30/1NE(19.8TEX) 100%CO,28/09/2015,4707
CV/PES OE 30/1NE(19.8TEX) 96%CV 4%PES,29/09/2015,4422
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV,30/09/2015,2714
CV/CL CONV. 30/1NE(19.8TEX) 85%CV 15%CL,01/10/2015,1411
LINACEO TP 167/48DEN(18.6TEX) 2H 0T 100%PES SO,01/10/2015,3418
ATY 180/96DEN(20.TEX) 100%PA(PA 6) FD,01/10/2015,606
CO/CV CONV. 30/1NE(19.8TEX) 50%CO 50%CV,02/10/2015,4457
ALGODAO OE 24/1NE(24.TEX) 100%CO,03/10/2015,3895
CV/CO OPEN END 30/1NE(19.8TEX) 80%CV 20%CO,04/10/2015,1105
SDY 50/1DEN(5.6TEX) 100%PES SO,04/10/2015,770
DTY 150/108DEN(16.7TEX) LI 100%PES SO,04/10/2015,456
DTY 2X70/36DEN(15.6TEX) 100%PA SO,05/10/2015,1962
ELASTANO 70DEN(7.8TEX) 100%PES OP,05/10/2015,3172
SDY 20DEN(2.2TEX) 100%PES BR,06/10/2015,4948
POY 275/48DEN(30.6TEX) 100%PES SO,07/10/2015,2027
PES FIADO 120 - 5.000mt 100%PES  - VERDE ESCURO,07/10/2015,1002
DTY 2X80/68DEN(17.8TEX) 100%PA(PA 6) FD,08/10/2015,2016
ELASTANO 70DEN(7.8TEX) 100%PUE SO,09/10/2015,1119
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,09/10/2015,815
PES FIADO OE 40/1NE(14.9TEX) 100%PES,09/10/2015,4135
DTY 150/108DEN(16.7TEX) 2H MI 100%PES SO,10/10/2015,4185
FIO MX-1/92 187DEN(20.8TEX) 73%PES 27%PA BR,11/10/2015,4955
DTY 150/48DEN(16.7TEX) 100%PES  - VERDE ESCURO,11/10/2015,4288
PES FIADO FLAME CONV 30/1NE(19.8TEX) 100%PES,12/10/2015,4430
ELASTANO 30DEN(3.3TEX) 100%PUE BR,12/10/2015,984
FDY 150/96DEN(16.7TEX) 100%PES SO,12/10/2015,4969
CV/PA CONV. 30/1NE(19.8TEX) 70%CV 30%PA,13/10/2015,2757
SDY 75/36DEN(8.3TEX) 100%PES BR,13/10/2015,4028
DTY TP 75/34DEN(8.3TEX) 2H MI 100%PES SO,13/10/2015,3429
BAMBOO CONV. 30/1NE(19.8TEX) 67%CV 33%PA,13/10/2015,3781
VISCOSE MVS 30/1NE(19.8TEX) 100%CV,13/10/2015,3823
DTY 75/72DEN(8.3TEX) HI 100%PES SO,14/10/2015,136
DTY 75/144DEN(8.3TEX) 2H 100%PES SO,15/10/2015,1228
LINACEO TP 300/216DEN(33.3TEX) 2H 0T 100%PES SO,15/10/2015,716
